,Media,Date,Tweet,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
246,@CNN,Sun Jul 15 14:01:07 +0000 2018,"A rare flood of desert rain has transformed a lake in Australia from an arid, salty basin to a spectacular, watery… https://t.co/XIwMrwYDRI",0.0,0.0,0.0,1.0,47
247,@CNN,Sun Jul 15 13:31:00 +0000 2018,It's not always easy going green. Starbucks and Nestlé customers embraced the brands' moves to environmentally-frie… https://t.co/esLhD2m3O2,-0.3412,0.0,0.131,0.869,48
248,@CNN,Sun Jul 15 13:08:47 +0000 2018,"Rep. Adam Schiff explains why he's calling for the Trump-Putin summit to be canceled: ""We don't need to ask Putin w… https://t.co/BJMF86EU5T",0.0,0.0,0.0,1.0,49
249,@CNN,Sun Jul 15 13:01:08 +0000 2018,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/OViiP8HzGJ,-0.5423,0.072,0.211,0.717,50
250,@CNN,Sun Jul 15 12:31:00 +0000 2018,Starbucks is going strawless. The coffee company announced Monday that it will phase out plastic straws from all of… https://t.co/4PnjN5f34l,0.0,0.0,0.0,1.0,51
251,@CNN,Sun Jul 15 12:01:05 +0000 2018,"A flight from Hong Kong to the Chinese mainland suddenly lost air pressure and dropped nearly 20,000 feet because t… https://t.co/BBsCczJSWb",-0.5423,0.0,0.2,0.8,52
252,@CNN,Sun Jul 15 11:31:00 +0000 2018,A rescue organization in the Turks and Caicos Islands finds good homes for stray potcake puppies -- and allows tour… https://t.co/GAOMaokzQl,0.7351,0.256,0.0,0.744,53
253,@CNN,Sun Jul 15 11:01:47 +0000 2018,"Hawaii has become the first state in the US to ban the sale of sunscreens that can harm coral reefs. Banana Boat, C… https://t.co/eAWmWt80j4",-0.7964,0.0,0.244,0.756,54
254,@CNN,Sun Jul 15 10:31:00 +0000 2018,There is now only one Blockbuster store left in the United States https://t.co/eVtGl3oeEq https://t.co/3txr2d7UAq,0.7717,0.358,0.0,0.642,55
255,@CNN,Sun Jul 15 10:01:42 +0000 2018,A French bulldog named Darcy was given an oxygen mask on a JetBlue flight after showing signs of distress. Darcy's… https://t.co/l2X1AgX158,-0.5267,0.0,0.159,0.841,56
256,@CNN,Sun Jul 15 09:31:00 +0000 2018,"Build-A-Bear was forced to turn customers away after an onslaught of people came to take advantage of its ""pay your… https://t.co/mR7je3dMgD",-0.34,0.082,0.18,0.738,57
257,@CNN,Sun Jul 15 09:00:05 +0000 2018,"Democrats are releasing way more polls than Republicans. Here's what that could mean. https://t.co/50z1LGik2t | 
An… https://t.co/n5VcrRBw06",0.0,0.0,0.0,1.0,58
258,@CNN,Sun Jul 15 08:31:00 +0000 2018,The first underwater museum in the United States has opened off the coast of northwest Florida… https://t.co/SKiVeXW9mo,0.4215,0.149,0.0,0.851,59
259,@CNN,Sun Jul 15 08:00:05 +0000 2018,Twitter suspends 2 accounts linked to Russian intelligence after hacking indictment https://t.co/wHdsGD7mig https://t.co/QEJtP2DHiR,0.4767,0.22,0.0,0.78,60
260,@CNN,Sun Jul 15 07:31:00 +0000 2018,"For the first time, scientists have been able to trace the origins of a ghostly subatomic particle that traveled 3.… https://t.co/PmnXztGKBg",0.0,0.0,0.0,1.0,61
261,@CNN,Sun Jul 15 07:00:08 +0000 2018,Georgia woman arrested after cop appears to use coin flip app https://t.co/4yXyMQeLuK https://t.co/Q6w6m88yJx,-0.4767,0.0,0.205,0.795,62
262,@CNN,Sun Jul 15 06:31:00 +0000 2018,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/ByTYP3Cl3n",0.0,0.0,0.0,1.0,63
263,@CNN,Sun Jul 15 06:00:07 +0000 2018,"Democratic Rep. Joyce Beatty dances to Drake's ""In My Feelings"" to promote millennial voting https://t.co/LkF2rbZ8Lm https://t.co/ggWr7B6m7j",0.3818,0.148,0.0,0.852,64
264,@CNN,Sun Jul 15 05:31:00 +0000 2018,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/E9ZgNpC9nc",0.0,0.0,0.0,1.0,65
265,@CNN,Sun Jul 15 05:18:14 +0000 2018,Protesters chanted and threw rocks at Chicago police after an officer shot and killed a man in the city's South Sid… https://t.co/LdeQEteIPM,-0.7506,0.0,0.252,0.748,66
266,@CNN,Sun Jul 15 05:00:09 +0000 2018,How innovation helped save Detroit https://t.co/wb4xo6rauh https://t.co/ksAK3i5brH,0.7003,0.537,0.0,0.463,67
267,@CNN,Sun Jul 15 04:31:00 +0000 2018,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/S2bC3f2grk,0.1779,0.072,0.0,0.928,68
268,@CNN,Sun Jul 15 04:00:20 +0000 2018,Jean-Eric Vergne clinches Formula E title for France on Bastille Day https://t.co/pWLjjyntLm https://t.co/GcB98VZj4x,0.0,0.0,0.0,1.0,69
269,@CNN,Sun Jul 15 03:30:10 +0000 2018,The Trumps are spending the weekend at the President's golf resort in Scotland as UK protests continue… https://t.co/zKBcnxR6J0,-0.2263,0.0,0.101,0.899,70
270,@CNN,Sun Jul 15 03:00:14 +0000 2018,"Sandra Oh's Emmy nomination represents a new wave in Hollywood, writes Jeff Yang for @CNNOpinion… https://t.co/Uz55Lf7SlH",0.0,0.0,0.0,1.0,71
271,@CNN,Sun Jul 15 02:30:04 +0000 2018,Where is President Trump's Emmy nomination? https://t.co/mtWdel049f (via @CNNOpinion) https://t.co/y0VkQar9vs,0.0,0.0,0.0,1.0,72
272,@CNN,Sun Jul 15 02:00:05 +0000 2018,Homeland Security Secretary Kirstjen Nielsen warns state officials that the threat from Russia targeting US electio… https://t.co/fnjed90PF5,-0.34,0.113,0.226,0.66,73
273,@CNN,Sun Jul 15 01:30:17 +0000 2018,What do you remember about the time of 9/11? See how George W. Bush harnessed the mood of the nation in #2000sCNN t… https://t.co/j2lYKLwaKQ,0.0,0.0,0.0,1.0,74
274,@CNN,Sun Jul 15 01:00:08 +0000 2018,"NY Gov. Andrew Cuomo calls the Trump administration's spending to detain immigrant children ""shocking and irrespons… https://t.co/l8Y8t1VLwo",-0.6705,0.0,0.268,0.732,75
275,@CNN,Sun Jul 15 00:30:12 +0000 2018,"From the Supreme Court to Russian indictments, relive this week in politics https://t.co/fFYGdL1CJW https://t.co/rCRbcCSdDx",0.5574,0.217,0.0,0.783,76
276,@CNN,Sun Jul 15 00:00:04 +0000 2018,Police departments across the country participate in the latest lip sync challenge https://t.co/R91Sp68qJU https://t.co/etNx934TMu,0.0772,0.091,0.0,0.909,77
277,@CNN,Sat Jul 14 23:30:08 +0000 2018,"It used to be mindless entertainment. Now, reality television is a dominant force in American politics. How did tha… https://t.co/inyX7hocjS",-0.0258,0.123,0.128,0.749,78
278,@CNN,Sat Jul 14 23:00:05 +0000 2018,"Gay men, adulterers publicly flogged in Indonesia https://t.co/7iV8SqScm7 https://t.co/y2ApR0iSoR",0.0,0.0,0.0,1.0,79
279,@CNN,Sat Jul 14 22:30:07 +0000 2018,Man posing as rideshare driver accused of serial rape in San Francisco https://t.co/a5ZsgQyyBB https://t.co/VshWiUq3cu,-0.7845,0.0,0.365,0.635,80
280,@CNN,Sat Jul 14 22:15:57 +0000 2018,Haiti's Prime Minister resigns amid violent and deadly protests sparked by a proposed plan to raise fuel prices… https://t.co/sUgt4m3jvl,-0.7964,0.0,0.351,0.649,81
281,@CNN,Sat Jul 14 22:00:27 +0000 2018,Los Angeles Mayor Eric Garcetti says the Trump administration created its own immigration problems by enacting a so… https://t.co/rx5m03cK0T,-0.1779,0.097,0.13,0.773,82
282,@CNN,Sat Jul 14 21:45:05 +0000 2018,A UK court ruling could catapult this 30-year-old from Iraq back to a life of fear and persecution… https://t.co/tEoJMvS4B4,-0.4939,0.0,0.167,0.833,83
283,@CNN,Sat Jul 14 21:30:12 +0000 2018,Woman survives 7 days after SUV plunges off cliff in Big Sur https://t.co/RDcbCUbk5f https://t.co/LkhIi8regP,0.0,0.0,0.0,1.0,84
284,@CNN,Sat Jul 14 21:15:04 +0000 2018,"Microsoft wants regulation of facial recognition technology to limit ""abuse"" https://t.co/yrZtyqQjay https://t.co/culUmiMr8T",0.0,0.0,0.0,1.0,85
285,@CNN,Sat Jul 14 21:00:03 +0000 2018,Have you ever noticed a large concrete arrow in your travels across America? They point the way to an intriguing us… https://t.co/e9ldIc2EyE,0.0,0.0,0.0,1.0,86
286,@CNN,Sat Jul 14 20:45:06 +0000 2018,Russian President Vladimir Putin looms for President Trump after reality-bending visit with US allies… https://t.co/VBK1cCMRVK,-0.1531,0.0,0.103,0.897,87
287,@CNN,Sat Jul 14 20:30:09 +0000 2018,"McDonald's pulls salads from 3,000 restaurants after parasite sickens dozens https://t.co/ZCsfrNPFHV https://t.co/GJbNdy1nf7",-0.4588,0.0,0.214,0.786,88
288,@CNN,Sat Jul 14 20:15:05 +0000 2018,"Here's CNN's weekly roundup of the news, notes and chatter about the prospects for the next Democratic presidential… https://t.co/jhP4I1C2En",0.296,0.109,0.0,0.891,89
289,@CNN,Sat Jul 14 20:00:13 +0000 2018,Impact of Attorney General Jeff Sessions' asylum move already felt at border https://t.co/5AKQyaPG98 https://t.co/FJeN4bNPub,0.0,0.0,0.0,1.0,90
290,@CNN,Sat Jul 14 19:45:06 +0000 2018,This video game could generate a new type of World Cup next year https://t.co/gji26lhVZa https://t.co/Bhcrmb81I8,0.0,0.0,0.0,1.0,91
291,@CNN,Sat Jul 14 19:30:12 +0000 2018,"Jaguar escapes enclosure at Audubon Zoo in New Orleans and kills 4 alpacas, an emu and a fox https://t.co/JTwcwexRLj https://t.co/UNZ75WSIgz",-0.4588,0.071,0.167,0.762,92
292,@CNN,Sat Jul 14 19:15:10 +0000 2018,"In Europe, First Lady Melania Trump is the Trump sticking to the script https://t.co/odZGVA2sfq https://t.co/0ZtVvImGrw",0.0,0.0,0.0,1.0,93
293,@CNN,Sat Jul 14 19:00:12 +0000 2018,A senior National Security Council official who argued for increasing US refugee admissions and feuded with senior… https://t.co/oELKfzIiK5,-0.5106,0.109,0.258,0.633,94
294,@CNN,Sat Jul 14 18:45:08 +0000 2018,The British public doesn't appear amused with President Trump walking in front of Queen Elizabeth II… https://t.co/9g5x8lMe0q,-0.3252,0.0,0.127,0.873,95
295,@CNN,Sat Jul 14 18:30:17 +0000 2018,Here's what you might have missed during a busy news week https://t.co/rv1W25n2Iw https://t.co/MXMHXycOXl,-0.296,0.0,0.167,0.833,96
296,@CNN,Sat Jul 14 18:15:00 +0000 2018,Philando Castile was fatally shot by police in Minnesota in 2016 — then came the Russian trolls. An exclusive CNN i… https://t.co/snbZHI833T,-0.5719,0.061,0.17,0.769,97
297,@CNN,Sat Jul 14 18:03:36 +0000 2018,Israelis and Palestinians exchange fire along Gaza border https://t.co/YFUZAkkv5i https://t.co/dAFsl7lqaU,-0.34,0.0,0.211,0.789,98
298,@CNN,Sat Jul 14 18:00:04 +0000 2018,Is it dark? And are you wearing sunglasses? You’re ready for the return of the CNN series #History of Comedy. Hear… https://t.co/spOWGQNvT1,0.6553,0.211,0.0,0.789,99
299,@CNN,Sat Jul 14 17:45:00 +0000 2018,"The Thai boys rescued from a cave after nearly three weeks are ""sitting up in their beds"" and ""sending thank-you me… https://t.co/m00GEVO4Nr",0.4215,0.123,0.0,0.877,100
300,@Fox,Wed Jul 11 21:30:06 +0000 2018,More Boston snaps. https://t.co/NCcWPSV8yX,0.0,0.0,0.0,1.0,1
301,@Fox,Mon Jul 09 23:35:49 +0000 2018,"RT @helpscout: Said it once, we'll keep saying it: we are thrilled to add you to the team @fox! 🦊 https://t.co/bKc6GSq6tR",0.4926,0.132,0.0,0.868,2
302,@Fox,Mon Jul 09 20:12:02 +0000 2018,"@mattopsahl lol, offensive",-0.0516,0.412,0.441,0.147,3
303,@Fox,Mon Jul 09 19:43:29 +0000 2018,"@tompedals yay, hello, hi! 👋🏻",0.784,0.496,0.0,0.504,4
304,@Fox,Mon Jul 09 19:43:13 +0000 2018,"@madalynrose thanks, Madalyn. 💖",0.6249,0.63,0.0,0.37,5
305,@Fox,Mon Jul 09 19:43:04 +0000 2018,"@andymcmillan weee, thank you!!",0.4738,0.507,0.0,0.493,6
306,@Fox,Mon Jul 09 19:42:56 +0000 2018,@jennwrites 💖💖💖,0.0,0.0,0.0,1.0,7
307,@Fox,Mon Jul 09 19:42:42 +0000 2018,@paulozoom thank you! it is awesome :),0.8718,0.712,0.0,0.288,8
308,@Fox,Mon Jul 09 19:42:27 +0000 2018,@brianloveswords thank you 🙇🏻‍♀️,0.3612,0.263,0.0,0.737,9
309,@Fox,Mon Jul 09 19:42:10 +0000 2018,"@patrickhamann thanks, Patrick! 💖",0.6588,0.643,0.0,0.357,10
310,@Fox,Mon Jul 09 19:41:56 +0000 2018,@lynnandtonic thank you and I will miss you!,0.2942,0.297,0.17,0.532,11
311,@Fox,Mon Jul 09 17:17:20 +0000 2018,"@patrickbjohnson nah, only here for a week. travelling alone so don’t want to make it a very long trip (hashtag anx… https://t.co/sdzeg7AUmr",-0.2075,0.072,0.155,0.773,12
312,@Fox,Mon Jul 09 17:06:00 +0000 2018,"@lrnrd thanks, bb 💖",0.6249,0.63,0.0,0.37,13
313,@Fox,Mon Jul 09 13:04:47 +0000 2018,"@jstn Oh yeah, Coava, Stumptown and Good Coffee are my long standing favs!",0.6588,0.329,0.0,0.671,14
314,@Fox,Mon Jul 09 13:00:00 +0000 2018,"I’m so spoiled by Melbourne standards I literally cannot drink this liquid that was just served to me as coffee

😂💀",0.0,0.0,0.0,1.0,15
315,@Fox,Mon Jul 09 12:42:20 +0000 2018,"I’m excited to share that today is my first day at @helpscout as a front-end engineer on the design team, which is… https://t.co/LrW8L2lBcq",0.5574,0.187,0.0,0.813,16
316,@Fox,Mon Jul 09 08:03:22 +0000 2018,"Here lies Karolina, defeated by jetlag after mere three hours of sleep.",-0.7096,0.0,0.371,0.629,17
317,@Fox,Sun Jul 08 19:48:49 +0000 2018,@andrewvijay Everywhere to be honest. That particular one was in the US. That mostly doesn’t happen in Australia.,0.5106,0.163,0.0,0.837,18
318,@Fox,Sun Jul 08 19:48:11 +0000 2018,@mctrebo Boston,0.0,0.0,0.0,1.0,19
319,@Fox,Sun Jul 08 19:45:15 +0000 2018,"@LukesBeard It’s the most annoying thing that all social media, including Instagram, butchers the quality of photos… https://t.co/7y8A7IuLcT",-0.4576,0.0,0.15,0.85,20
320,@Fox,Sun Jul 08 19:06:16 +0000 2018,"“Perks” of traveling alone as a woman: being called “honey” in all restaurants/stores, being grabbed by the arm by… https://t.co/ziCifcCI2x",-0.25,0.0,0.1,0.9,21
321,@Fox,Sun Jul 08 17:39:19 +0000 2018,@mattopsahl Oh! I did go to the Boston Common and Public Garden :) will check it out!,0.555,0.193,0.0,0.807,22
322,@Fox,Sun Jul 08 17:37:47 +0000 2018,@amyngyn tbh I specifically look for “healthy” recipes because I don’t want all of the sugar / butter / cream in my… https://t.co/tEki0zBt8v,0.0772,0.067,0.0,0.933,23
323,@Fox,Sun Jul 08 17:34:51 +0000 2018,"Horribly jet lagged and battling anxiety, but Boston sure is pretty. ❤️ https://t.co/IYfWZjvqLe",0.5499,0.33,0.305,0.364,24
324,@Fox,Sat Jul 07 15:23:42 +0000 2018,@jilljubs Omg me too but I’m also afraid,0.0,0.0,0.0,1.0,25
325,@Fox,Fri Jul 06 23:22:17 +0000 2018,"Excited to be going to @xoxo this year with @benschwarz! Portland holds a dear place in my heart. 

Can’t wait to c… https://t.co/7s7h3Ti8sp",0.6476,0.209,0.0,0.791,26
326,@Fox,Fri Jul 06 23:06:03 +0000 2018,MEL ✈️ LAX ✈️ BOS,0.0,0.0,0.0,1.0,27
327,@Fox,Thu Jul 05 07:54:19 +0000 2018,"@LJKenward @LukeMesiti You both will do great, I’ll be cheering you from a transatlantic flight. 💐😇",0.8126,0.363,0.0,0.637,28
328,@Fox,Thu Jul 05 00:18:14 +0000 2018,Jeremy was one of our @cssconfau speakers this year and I cannot recommend him more as a developer with a deep pass… https://t.co/nHFHIPQXtM,-0.2755,0.0,0.1,0.9,29
329,@Fox,Wed Jul 04 00:40:38 +0000 2018,RT @KD: Serena Williams has been drug tested more than all the top five American male athletes and 2x more than top American female athlete…,0.3818,0.135,0.0,0.865,30
330,@Fox,Wed Jul 04 00:15:15 +0000 2018,Great post with actionable advice on user protection in hostile states. https://t.co/LKkLVIx3J4,0.3612,0.246,0.156,0.599,31
331,@Fox,Wed Jul 04 00:11:33 +0000 2018,"@stewartsc hahaha, can’t make this more perfect, really.",0.8221,0.559,0.0,0.441,32
332,@Fox,Wed Jul 04 00:09:55 +0000 2018,"@Stammy That’s super comprehensive, thank you for sharing!",0.8883,0.742,0.0,0.258,33
333,@Fox,Wed Jul 04 00:08:19 +0000 2018,"@TimHaines people like that never want to understand, he conveniently blocked all women pointing his wrongness out… https://t.co/cCe4XNNzfh",0.0459,0.12,0.16,0.72,34
334,@Fox,Tue Jul 03 23:57:36 +0000 2018,"RT @sarahmei: The biggest barrier to entry in software for non-white-men has never been credentials or knowledge or even experience. 

It’s…",-0.128,0.0,0.07,0.93,35
335,@Fox,Tue Jul 03 09:45:32 +0000 2018,"And here’s the tweet for posterity. Also, if you had any doubts, the author is fine conversing with other men and q… https://t.co/ek0D1YV8We",-0.1027,0.072,0.088,0.84,36
336,@Fox,Tue Jul 03 09:44:18 +0000 2018,"@karmel80 lol, I can’t even",0.4215,0.483,0.0,0.517,37
337,@Fox,Tue Jul 03 09:06:17 +0000 2018,@Firesphere Sorry but I don’t want to engage on twitter in that way anymore.,0.5267,0.29,0.073,0.637,38
338,@Fox,Tue Jul 03 09:03:13 +0000 2018,In case you have any doubts the dude already blocked me because that’s how privilege deals with anything’s that’s uncomfortable. ✌️😎,-0.5267,0.095,0.261,0.644,39
339,@Fox,Tue Jul 03 08:32:36 +0000 2018,"A lesson to learn here is that if you choose to look away and ignore oppression, IT WILL BE MAGNIFIED BY YOUR COMPL… https://t.co/7yNNGSa6LW",-0.3612,0.0,0.102,0.898,40
340,@Fox,Tue Jul 03 08:28:42 +0000 2018,"Additionally, using „sexy industry” to describe tech is just another example of sexualisation that women will conti… https://t.co/rFgRgfZR7f",0.0,0.0,0.0,1.0,41
341,@Fox,Tue Jul 03 08:27:09 +0000 2018,"He could just really look at his own employer, Uber, to learn about the inclusion and moral crisis that tech is cur… https://t.co/I3W252jNqe",-0.6249,0.0,0.157,0.843,42
342,@Fox,Tue Jul 03 08:24:21 +0000 2018,"I’m not going any further, because the evidence is there for those who are willing to look for it instead of trying… https://t.co/gmd1QdIfJE",0.0,0.0,0.0,1.0,43
343,@Fox,Tue Jul 03 08:22:45 +0000 2018,"A good place to start would be to familiarise yourself w/the @KaporCenter Tech Leavers study, portraying why people… https://t.co/McD9ZnlGXf",0.4404,0.146,0.0,0.854,44
344,@Fox,Tue Jul 03 08:20:22 +0000 2018,"The sheer ignorance of white male privilege portrayed in this tweet is a reason why there aren’t more people, espec… https://t.co/BVSYqzUU0a",0.0,0.109,0.109,0.783,45
345,@Fox,Tue Jul 03 08:05:37 +0000 2018,"@patriciarealini The echo chamber of white dudes seeing tech as easy runs deep, especially at Uber lol",0.7397,0.294,0.0,0.706,46
346,@Fox,Tue Jul 03 04:49:02 +0000 2018,"RT @KimCrayton1: “We need to destigmatize how we view and talk about privilege, and one of the best ways to do so is to raise awareness.“ #…",0.7717,0.211,0.0,0.789,47
347,@Fox,Tue Jul 03 04:32:54 +0000 2018,We cannot succeed at making the Web that’s welcoming towards everyone if the platform is built by the few with enou… https://t.co/scB1iuvgaJ,0.0701,0.114,0.103,0.783,48
348,@Fox,Tue Jul 03 04:32:32 +0000 2018,"RT @Kolor_Koded_101: If you don't understand why more folks don't consider careers in tech despite ""low"" barriers to entry, great pay and b…",0.5719,0.155,0.053,0.792,49
349,@Fox,Tue Jul 03 04:32:19 +0000 2018,"RT @missydepino: Important facts for white allies:

If you are white, 93% of your social network is white. 

White social media users only…",0.2023,0.076,0.0,0.924,50
350,@Fox,Tue Jul 03 03:20:06 +0000 2018,RT @MelissaStetten: The University of Well Actually. https://t.co/nZ5NuXiVRn,0.2732,0.231,0.0,0.769,51
351,@Fox,Tue Jul 03 02:32:06 +0000 2018,I strongly recommend reading the recent State of Black America report that highlights disparities in White-Black an… https://t.co/xPMjqauW2e,0.5574,0.235,0.0,0.765,52
352,@Fox,Tue Jul 03 02:24:43 +0000 2018,Doing legitimate research for my talk about tech ethics. https://t.co/TDWpxWVyU4,0.0,0.0,0.0,1.0,53
353,@Fox,Tue Jul 03 01:37:12 +0000 2018,"@bradleyfields awesome! That’s great to hear. I’d mostly use it for writing and reading, maybe some presentations i… https://t.co/8lw5cJJ5dC",0.8588,0.333,0.0,0.667,54
354,@Fox,Tue Jul 03 01:30:46 +0000 2018,Developer Twitter in a nutshell. https://t.co/bViM2EWxTv,0.0,0.0,0.0,1.0,55
355,@Fox,Tue Jul 03 01:27:13 +0000 2018,"@glenngillen yeah, I wouldn’t use it for work. I have a personal iMac, will have a work MacBook so want this mostly… https://t.co/1DpI2lNqf1",0.4481,0.188,0.0,0.812,56
356,@Fox,Tue Jul 03 01:18:36 +0000 2018,I’m considering getting rid of my Macbook and using an iPad Pro for writing + travel (mostly non-work related). If… https://t.co/ioOtzJxM2V,0.0,0.0,0.0,1.0,57
357,@Fox,Mon Jul 02 23:18:55 +0000 2018,".@mylifeasalllly has spoken at @cssconfau 2016, and I strongly recommend you hire her if you’re looking for a front… https://t.co/RSUDyoP7h4",0.5574,0.223,0.0,0.777,58
358,@Fox,Mon Jul 02 23:15:52 +0000 2018,"@LukesBeard omg, these are so great! also, love her outfit 😍",0.9325,0.542,0.0,0.458,59
359,@Fox,Mon Jul 02 23:10:08 +0000 2018,"@soniagupta504 🤦🏻‍♀️😡

I don’t know how not to be ashamed for whiteness anymore, to be honest.",0.7054,0.31,0.0,0.69,60
360,@Fox,Mon Jul 02 06:58:47 +0000 2018,"RT @DelilahSDawson: Twitter, 2009: You followed me? Wow! I'll follow you, too! We'll be buddies! In the trenches! Hey, that lady said a sma…",0.7156,0.184,0.0,0.816,61
361,@Fox,Mon Jul 02 06:33:24 +0000 2018,"@Mandy_Kerr @kylietimpani please tell me how to have a great time at the airport, I will be needing this advice soon 😂",0.8519,0.318,0.059,0.623,62
362,@Fox,Mon Jul 02 06:30:21 +0000 2018,Humans author software and design with conscious and unknown biases baked in. Their prejudice and lack of education… https://t.co/sr8nCyi5WX,-0.6808,0.0,0.248,0.752,63
363,@Fox,Mon Jul 02 05:13:27 +0000 2018,RT @ICSandwichGuy: https://t.co/n6lOb7f6g8,0.0,0.0,0.0,1.0,64
364,@Fox,Mon Jul 02 02:51:31 +0000 2018,The European Group on Ethics in Science and New Technologies has been publishing reports on ethics since the early… https://t.co/F24DhJdhVT,0.0,0.0,0.0,1.0,65
365,@Fox,Mon Jul 02 02:47:28 +0000 2018,"Ethical principles for technology:

→ Human dignity
→ Autonomy
→ Responsibility
→ Justice, equity, &amp; solidarity
→ D… https://t.co/NaXjoluxhv",0.891,0.537,0.0,0.463,66
366,@Fox,Mon Jul 02 02:11:12 +0000 2018,"@omosolatweets 😡😡😡

This makes me very angry. Shared!",-0.2975,0.213,0.309,0.478,67
367,@Fox,Mon Jul 02 02:10:35 +0000 2018,"What the living hell @TOABerlin? 

Do you sell photos of your attendees and/or allow press to use them however they… https://t.co/YkEMfHlZUE",-0.5719,0.075,0.18,0.745,68
368,@Fox,Mon Jul 02 02:04:16 +0000 2018,@meelijane 😡,0.0,0.0,0.0,1.0,69
369,@Fox,Mon Jul 02 02:04:04 +0000 2018,RT @omosolatweets: It recently came to my attention that an image of myself &amp; three other female attendees from a break during the @TOABerl…,0.0,0.0,0.0,1.0,70
370,@Fox,Sun Jul 01 22:52:03 +0000 2018,"@Mandy_Kerr Thank you, Mandy. 😇💐",0.3612,0.385,0.0,0.615,71
371,@Fox,Sat Jun 30 11:22:36 +0000 2018,"All white people should watch W. Kamau Bell’s newest stand up, “Private School Negro” immediately.

https://t.co/nzCFNCj5Kh",0.0,0.0,0.0,1.0,72
372,@Fox,Sat Jun 30 08:19:58 +0000 2018,"These are only a few things I do on a daily basis. 

If you’re a man, consider how women perpetually live in fear a… https://t.co/Kmhe4XISP2",-0.4939,0.0,0.138,0.862,73
373,@Fox,Sat Jun 30 08:18:20 +0000 2018,"8) when I can’t avoid confrontation, I’m polite and try to find excuses to not give them what they want (eg a phone… https://t.co/iJX8dOQawo",-0.0772,0.157,0.169,0.674,74
374,@Fox,Sat Jun 30 08:09:27 +0000 2018,5) when I sense someone creepily following me I don’t engage. I walk faster with my phone out and look for other pe… https://t.co/dPqzY7bpld,0.34,0.107,0.0,0.893,75
375,@Fox,Sat Jun 30 08:07:33 +0000 2018,"1) I don’t walk with headphones on after dark.
2) I don’t choose badly lit side streets; I stick to main roads with… https://t.co/VrJV74cCtB",-0.4767,0.0,0.134,0.866,76
