,Media,Date,Tweet,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
376,@Fox,Sat Jun 30 08:04:10 +0000 2018,"I had a conversation with a few women about perosnal safety recently and we, sadly, pretty much shared the same str… https://t.co/sU41H06OqF",0.6808,0.321,0.107,0.573,77
377,@Fox,Sat Jun 30 08:01:57 +0000 2018,@janeruffino Mental illness has become a free getaway card for violent white men. It also stigmatizes mental health… https://t.co/exEW21yI3f,-0.5106,0.133,0.265,0.602,78
378,@Fox,Sat Jun 30 04:43:58 +0000 2018,"If Silicon Valley diversity and inclusion initiatives are achieving any results, it’s sadly mostly affecting only w… https://t.co/qQZAzUarvu",-0.4215,0.0,0.141,0.859,79
379,@Fox,Sat Jun 30 04:41:52 +0000 2018,@linzlovesyou 🤦🏻‍♀️ no no no no,-0.7783,0.0,0.595,0.405,80
380,@Fox,Sat Jun 30 04:34:22 +0000 2018,RT @rightsagenda: Watch our @DanielHRLC's address to the UN Human Rights Council last night about the Turnbull Government's deliberate dest…,0.0,0.0,0.0,1.0,81
381,@Fox,Sat Jun 30 04:31:26 +0000 2018,@kylietimpani I feel so seen,0.0,0.0,0.0,1.0,82
382,@Fox,Sat Jun 30 02:11:57 +0000 2018,"„Surveillance is not only a means of watching or tracking, it is also a mechanism for social sorting.”

 —Virgina E… https://t.co/INEmQdekvg",0.0,0.0,0.0,1.0,83
383,@Fox,Sat Jun 30 02:01:27 +0000 2018,"@Gemma_Stiles thank you, Gemma! that’s very kind. 💖",0.8386,0.599,0.0,0.401,84
384,@Fox,Sat Jun 30 02:01:05 +0000 2018,"@corywheeler1 @jesslynnrose @samhouston thank you, y’all 😇 💐",0.6705,0.379,0.0,0.621,85
385,@Fox,Sat Jun 30 00:57:09 +0000 2018,"One of the things that annoy the living hell out of me in SaaS is:

1) not sending monthly invoices via email
2) ch… https://t.co/B3JmezlHoE",-0.8176,0.0,0.246,0.754,86
386,@Fox,Fri Jun 29 23:54:44 +0000 2018,"I really love how @Xero rubs it in by charging for an additional month even after cancellation.

Horrifying service… https://t.co/NTkwQGZSHi",0.2006,0.178,0.147,0.675,87
387,@Fox,Fri Jun 29 23:52:30 +0000 2018,"The perpetuation of drinking in the tech industry, especially in professional settings like offices, meetups and co… https://t.co/F1WptRlAaS",0.3612,0.128,0.0,0.872,88
388,@Fox,Fri Jun 29 05:26:19 +0000 2018,"👩🏻‍🎓 More talk research: 

What prevents you from building ethical products and companies? 
What would empower you… https://t.co/SzZNgJXz6g",0.5574,0.187,0.0,0.813,89
389,@Fox,Fri Jun 29 05:10:55 +0000 2018,I’ll be making it over to Perth in August to keynote @DDDPerth and talk about building a welcoming Web for everyone… https://t.co/Y6BFKG7weE,0.4404,0.127,0.0,0.873,90
390,@Fox,Thu Jun 28 23:10:43 +0000 2018,RT @notwaldorf: I made a music sequencer! In JavaScript! It even uses Machine Learning to try to match drums to a synth melody you create!…,0.0,0.0,0.0,1.0,91
391,@Fox,Thu Jun 28 22:31:19 +0000 2018,"RT @anitasarkeesian: ""they're just words""
""you can't take a joke""
""you're just making it up""
""it's just boys being boys""
""it's just the way…",-0.2235,0.0,0.079,0.921,92
392,@Fox,Thu Jun 28 04:47:58 +0000 2018,"Nowadays, the most significant performance wins for perceived speed, and user experience lay in web fonts and JavaS… https://t.co/xtHruZgFnm",0.7233,0.263,0.0,0.737,93
393,@Fox,Thu Jun 28 00:53:02 +0000 2018,"@mor10 Thank you for the recommendations! I have few others on my list as well, but didn’t manage to read 10+ books for one talk. 😅",0.7043,0.215,0.0,0.785,94
394,@Fox,Wed Jun 27 06:19:59 +0000 2018,"@eleanorstrib Agree! The whole soft skill argument is bullshit. I had philosophy, ethics and sociology and I’m real… https://t.co/Qjg7ROz2vW",-0.6239,0.104,0.274,0.623,95
395,@Fox,Wed Jun 27 03:21:04 +0000 2018,World biggest data breaches visualised. https://t.co/v9cvF7xXih,0.0,0.0,0.0,1.0,96
396,@Fox,Wed Jun 27 02:06:38 +0000 2018,@CatherineFlick Agree! The materials date way back to the 70s and 80s. It’s saddening only now people realise the i… https://t.co/g7izwFtlHq,-0.2481,0.1,0.14,0.76,97
397,@Fox,Wed Jun 27 02:02:51 +0000 2018,"I would also urge to read the following books by @sara_ann_marie, @PopTechWorks, @safiyanoble and @mathbabedotorg a… https://t.co/M3MEp2hf2H",0.0,0.0,0.0,1.0,98
398,@Fox,Wed Jun 27 01:55:07 +0000 2018,One of the resources I would recommend is @datasociety’s research. https://t.co/iggP6iabre,0.3612,0.217,0.0,0.783,99
399,@Fox,Wed Jun 27 01:54:40 +0000 2018,"There are endless papers, articles and books on technological redlining, algorithmic bias, the implications of tech… https://t.co/1d7T2Q3oYT",-0.1027,0.0,0.08,0.92,100
400,@NYTimes,Sun Jul 15 23:20:53 +0000 2018,"""See ya later, suckas!"" *A 5-year-old who died from a rare form of cancer was remembered in his own words in a wide… https://t.co/pr1HP12yn3",-0.8516,0.0,0.293,0.707,1
401,@NYTimes,Sun Jul 15 23:03:35 +0000 2018,"No sitting on the floor, no hugging your siblings, and it’s best not to cry: Migrant children describe life in dete… https://t.co/uIBNxvpSnn",0.7314,0.309,0.142,0.549,2
402,@NYTimes,Sun Jul 15 22:44:31 +0000 2018,Nonfiction: What Edmund White Thinks You Should Read https://t.co/8F6R641WKh,0.0,0.0,0.0,1.0,3
403,@NYTimes,Sun Jul 15 22:32:20 +0000 2018,Elizabeth Warren. Joe Biden. Kamala Harris. Cory Booker. Bernie Sanders. It's beginning. https://t.co/05xuZwJz6d,0.0,0.0,0.0,1.0,4
404,@NYTimes,Sun Jul 15 22:15:07 +0000 2018,Witness in 360 video as fans in Paris celebrate the French team’s victory in the World Cup final https://t.co/NrM8gxIdqw,0.5719,0.171,0.0,0.829,5
405,@NYTimes,Sun Jul 15 22:05:35 +0000 2018,Could You Make It Through Dinner Without Checking Your Phone? https://t.co/XWZPSb6tLa,0.0,0.0,0.0,1.0,6
406,@NYTimes,Sun Jul 15 22:00:06 +0000 2018,"Up high, in the luxury suites among the royals and the politicians, Emmanuel Macron, the French president, was cutt… https://t.co/hLAxx1Hhdz",0.0,0.0,0.0,1.0,7
407,@NYTimes,Sun Jul 15 21:45:05 +0000 2018,"Dwayne Johnson can save cities, but he couldn’t defeat a vacationing cartoon vampire at the box office https://t.co/peDeHYp7UW",-0.4404,0.1,0.19,0.711,8
408,@NYTimes,Sun Jul 15 21:30:06 +0000 2018,"“I’m a mercenary. That’s what people hire me for, and I don’t apologize for it.” Our magazine profiled Michael Aven… https://t.co/mtBaxdpyL5",0.1027,0.072,0.0,0.928,9
409,@NYTimes,Sun Jul 15 21:24:29 +0000 2018,A man evading arrest and wielding a rifle shot and wounded 3 police officers during a lengthy search and firefight… https://t.co/A8mo5hFiWf,-0.34,0.0,0.13,0.87,10
410,@NYTimes,Sun Jul 15 21:15:02 +0000 2018,"In Opinion

Contributing writer @zeynep writes, ""The kind of publicity Elon Musk created can take on a life of its… https://t.co/sNeOMgXzpU",0.25,0.095,0.0,0.905,11
411,@NYTimes,Sun Jul 15 21:00:06 +0000 2018,"As a whole, morale at the FBI remains high, despite a barrage of attacks by the president and his allies https://t.co/rT21v4zHYF",0.3412,0.118,0.0,0.882,12
412,@NYTimes,Sun Jul 15 20:45:04 +0000 2018,"About 120 cows roam freely around Cambridge, England. Residents take pride in their bovine neighbors and say they a… https://t.co/7WCe0PLkV8",0.6486,0.227,0.0,0.773,13
413,@NYTimes,Sun Jul 15 20:30:10 +0000 2018,Georgia's Republican primary for governor pits a wealthy businessman playing up his far-right persona against an op… https://t.co/EldCSQFlP9,0.5106,0.223,0.0,0.777,14
414,@NYTimes,Sun Jul 15 20:26:55 +0000 2018,“Who Is America?” on Showtime reprises Sacha Baron Cohen’s gotcha techniques at a time when people don’t need to be… https://t.co/kkBtXN1L9b,0.0,0.0,0.0,1.0,15
415,@NYTimes,Sun Jul 15 20:15:03 +0000 2018,Floodplain restoration in California is increasingly seen as a way of coping with the future — one of human-induced… https://t.co/EMn8GtdoTv,0.0,0.0,0.0,1.0,16
416,@NYTimes,Sun Jul 15 20:00:22 +0000 2018,"Here are the week’s top stories, and a look ahead https://t.co/imguoX3PWm",0.2023,0.167,0.0,0.833,17
417,@NYTimes,Sun Jul 15 19:45:06 +0000 2018,The agony and ecstasy of World Cup soccer https://t.co/02tgQCsclu,0.2732,0.285,0.204,0.511,18
418,@NYTimes,Sun Jul 15 19:37:05 +0000 2018,The Russian military intelligence agency accused of meddling in the U.S. election most likely carried out an audaci… https://t.co/qaXjrYBoos,0.2263,0.139,0.099,0.762,19
419,@NYTimes,Sun Jul 15 19:30:17 +0000 2018,Here are a few ideas for what to cook this week https://t.co/47aTJetOBG,0.0,0.0,0.0,1.0,20
420,@NYTimes,Sun Jul 15 19:22:01 +0000 2018,"3 years after a racist blood bath in its fellowship hall, a Charleston church unveiled designs for a contemplative… https://t.co/0epd9q1OQA",-0.6124,0.0,0.211,0.789,21
421,@NYTimes,Sun Jul 15 19:15:08 +0000 2018,"In Opinion

Op-Ed contributor David Bentley Hart writes, ""No one elsewhere wants to root for a team like the Yankee… https://t.co/SLK2iO5iDm",0.0772,0.11,0.097,0.793,22
422,@NYTimes,Sun Jul 15 19:07:06 +0000 2018,"“We had much better defenses,” President Trump said, suggesting that the Russians could not hack the Republican Nat… https://t.co/TJbpCl1tGD",0.4404,0.139,0.0,0.861,23
423,@NYTimes,Sun Jul 15 19:00:06 +0000 2018,A Greenpeace paraglider propelled past President Trump with a banner saying “Trump Well Below Par” at a golf resort… https://t.co/AnUO50vpZu,0.2732,0.116,0.0,0.884,24
424,@NYTimes,Sun Jul 15 18:45:06 +0000 2018,We have combined all 163 impassioned cries by Telemundo's announcers into one lung-bursting goal call https://t.co/heCP0PG5Ob,-0.4019,0.0,0.153,0.847,25
425,@NYTimes,Sun Jul 15 18:30:06 +0000 2018,Members of the political activist group Pussy Riot said they staged a disruption of the World Cup final by running… https://t.co/8PENbpQwSp,-0.7269,0.0,0.253,0.747,26
426,@NYTimes,Sun Jul 15 18:15:07 +0000 2018,"Here’s a brief, hilarious and cringe-inducing roundup of some of Sacha Baron Cohen's best and most controversial po… https://t.co/fNsW6D6P8k",0.701,0.288,0.087,0.625,27
427,@NYTimes,Sun Jul 15 18:00:12 +0000 2018,President Trump is the first to go this long without awarding national medals in the arts and humanities https://t.co/pEm3I7fuEZ,-0.3412,0.0,0.118,0.882,28
428,@NYTimes,Sun Jul 15 17:45:04 +0000 2018,"""See ya later, suckas!"" *A 5-year-old who died from a rare form of cancer was remembered in his own words in a wide… https://t.co/KC1TSCLnXD",-0.8516,0.0,0.293,0.707,29
429,@NYTimes,Sun Jul 15 17:30:13 +0000 2018,"A Chicago police officer fatally shot a man on the city’s South Side, angering nearby residents who gathered at the… https://t.co/TKAizAtGj9",-0.8126,0.0,0.303,0.697,30
430,@NYTimes,Sun Jul 15 17:15:05 +0000 2018,"As Canadians fume about President Trump's tariffs and behavior, a major retailer in the country has dropped Ivanka… https://t.co/bZqRClPJ3B",-0.296,0.0,0.115,0.885,31
431,@NYTimes,Sun Jul 15 17:07:02 +0000 2018,"Video review made its debut at this World Cup, and it had an immediate impact. https://t.co/gNtTIIViEE",0.0,0.0,0.0,1.0,32
432,@NYTimes,Sun Jul 15 17:00:15 +0000 2018,All Putin really needs to make his meeting with Trump a success is for it to take place without any major friction https://t.co/eGFZlq7X2a,0.5719,0.15,0.0,0.85,33
433,@NYTimes,Sun Jul 15 16:58:30 +0000 2018,"🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷
The day after Bastille Day, France has another reason to celebrate. France has won its sec… https://t.co/uuUe86WKvK",0.8126,0.316,0.0,0.684,34
434,@NYTimes,Sun Jul 15 16:48:04 +0000 2018,It seemed that all of France was watching https://t.co/HEDSTcPfj6,0.0,0.0,0.0,1.0,35
435,@NYTimes,Sun Jul 15 16:45:04 +0000 2018,"“He told me I should sue the EU,” Theresa May revealed the advice President Trump gave on how to negotiate Britain’… https://t.co/L9PKUJrCK4",0.0,0.0,0.0,1.0,36
436,@NYTimes,Sun Jul 15 16:42:38 +0000 2018,Those who saw Kylian Mbappé as a child knew he was special. But they couldn't know quite how far his talent would t… https://t.co/qibbfespmW,0.6757,0.209,0.0,0.791,37
437,@NYTimes,Sun Jul 15 16:30:03 +0000 2018,Agents with blowtorches in the dark of night: Inside the raid that gave Israel a trove of Iran's nuclear secrets https://t.co/aaZbNw7pYA,0.0,0.0,0.0,1.0,38
438,@NYTimes,Sun Jul 15 16:29:15 +0000 2018,Wow. Croatia scores! It's not over yet. France 4 Croatia 2. https://t.co/HOUd28pa1I,0.6239,0.29,0.0,0.71,39
439,@NYTimes,Sun Jul 15 16:26:43 +0000 2018,"Kylian Mbappe, 19, is the first teenager to score in a World Cup final since Pelé. He scored France's 4th goal. https://t.co/p9qkbrrx7p",0.0,0.0,0.0,1.0,40
440,@NYTimes,Sun Jul 15 16:19:11 +0000 2018,Paul Pogba makes it 3-1 for France! https://t.co/e02eAPqaLM,0.0,0.0,0.0,1.0,41
441,@NYTimes,Sun Jul 15 16:15:01 +0000 2018,Paramilitary forces backed by Nicaragua’s government killed 2 people during a 12-hour siege on a church where stude… https://t.co/0jiQber3uG,-0.6597,0.056,0.23,0.714,42
442,@NYTimes,Sun Jul 15 16:00:09 +0000 2018,A federal judge had some harsh words for a Health and Human Services official who said a court order to reunite mig… https://t.co/cCl4gsuteH,-0.4404,0.0,0.132,0.868,43
443,@NYTimes,Sun Jul 15 15:52:19 +0000 2018,Halftime. France took a 2-1 lead on Croatia after a handball in the box gave Antoine Griezmann a penalty kick. https://t.co/0CfXdO0GqR,-0.4588,0.0,0.15,0.85,44
444,@NYTimes,Sun Jul 15 15:45:04 +0000 2018,France's victory in the World Cup semifinals handed its president an unexpected chance to meet the Russian presiden… https://t.co/dS8YSXEGTe,0.25,0.1,0.0,0.9,45
445,@NYTimes,Sun Jul 15 15:35:01 +0000 2018,Novak Djokovic is back on top of men’s tennis: He beat Kevin Anderson at Wimbledon for his 13th Grand Slam title https://t.co/folmWovObT,0.296,0.182,0.098,0.72,46
446,@NYTimes,Sun Jul 15 15:30:18 +0000 2018,Croatia scores and makes it even! https://t.co/8InlMqSas6,0.0,0.0,0.0,1.0,47
447,@NYTimes,Sun Jul 15 15:30:15 +0000 2018,"And then there was one. Soon, Oregon will have the last Blockbuster video store in the United States. https://t.co/pOibrpfeGs",0.7717,0.283,0.0,0.717,48
448,@NYTimes,Sun Jul 15 15:20:10 +0000 2018,France takes the lead! https://t.co/ARt5lS7H3K,0.0,0.0,0.0,1.0,49
449,@NYTimes,Sun Jul 15 15:16:15 +0000 2018,France and Croatia are underway in the 2018 World Cup final https://t.co/2TU9KgDHER,0.0,0.0,0.0,1.0,50
450,@NYTimes,Sun Jul 15 15:15:10 +0000 2018,How much wood could a woodchuck chuck if a woodchuck could get into Paul Ryan’s SUV? https://t.co/NGoTxUBibQ,0.0,0.0,0.0,1.0,51
451,@NYTimes,Sun Jul 15 15:00:08 +0000 2018,Elizabeth Warren. Joe Biden. Kamala Harris. Cory Booker. Bernie Sanders. It's beginning. https://t.co/ryxlObNHia,0.0,0.0,0.0,1.0,52
452,@NYTimes,Sun Jul 15 14:45:07 +0000 2018,"Watch for lots of spitting in the France-Croatia final. It's probably ""carb rinsing,"" a popular practice among Worl… https://t.co/NjxxQjDMqq",0.4215,0.141,0.0,0.859,53
453,@NYTimes,Sun Jul 15 14:30:07 +0000 2018,France is trying to win its second World Cup. Croatia is playing for its first championship. https://t.co/xoWF0pGcvb,0.8176,0.378,0.0,0.622,54
454,@NYTimes,Sun Jul 15 14:15:06 +0000 2018,"The California Democratic Party snubbed Senator Dianne Feinstein and endorsed her rival, Kevin de León, in November… https://t.co/FqGwRXocUM",0.1779,0.207,0.132,0.661,55
455,@NYTimes,Sun Jul 15 14:03:52 +0000 2018,Ireland is expected to become the first country to formally pledge to divest from fossil fuels https://t.co/7Et9HEwdqn,0.0,0.0,0.0,1.0,56
456,@NYTimes,Sun Jul 15 13:46:08 +0000 2018,"Our NYT movie review: All the feels, hurts and laughs of ""Eighth Grade"" https://t.co/MEvI3z6Weo",0.0258,0.175,0.169,0.656,57
457,@NYTimes,Sun Jul 15 13:30:02 +0000 2018,Those who saw Kylian Mbappé as a child knew he was special. But they couldn't know quite how far his talent would t… https://t.co/prJ1gEkz5c,0.6757,0.209,0.0,0.791,58
458,@NYTimes,Sun Jul 15 13:28:15 +0000 2018,Trump Says He ‘Hadn’t Thought’ About Asking Putin to Extradite 12 Indicted Russians https://t.co/mOvxjO6QOo,0.0,0.0,0.0,1.0,59
459,@NYTimes,Sun Jul 15 13:00:18 +0000 2018,Today is National Ice Cream Day. And nothing compares to the homemade kind. https://t.co/TgPaTj7zcS https://t.co/q7DLl8BVPM,0.5267,0.195,0.0,0.805,60
460,@NYTimes,Sun Jul 15 12:30:09 +0000 2018,"We chart America’s complicated history of infant feeding, starting with the spread of formula https://t.co/H26wrB13de",0.0,0.0,0.0,1.0,61
461,@NYTimes,Sun Jul 15 12:06:06 +0000 2018,"Warren is Preparing for 2020. So Are Biden, Booker, Harris and Sanders. https://t.co/SVSpIZMQRQ",0.0,0.0,0.0,1.0,62
462,@NYTimes,Sun Jul 15 12:00:14 +0000 2018,After years of being told to put on a suit and recite their résumé — and smile! — women running for office are thro… https://t.co/R4JJVQQaiZ,0.4199,0.117,0.0,0.883,63
463,@NYTimes,Sun Jul 15 11:43:59 +0000 2018,What Adults Can Learn From Dutch Children’s Books https://t.co/CfjcAohDz3,0.0,0.0,0.0,1.0,64
464,@NYTimes,Sun Jul 15 11:30:14 +0000 2018,"No sitting on the floor, no hugging your siblings, and it’s best not to cry: Migrant children describe life in dete… https://t.co/TubFYOUTUT",0.7314,0.309,0.142,0.549,65
465,@NYTimes,Sun Jul 15 11:00:16 +0000 2018,"Trump's Supreme Court nominee has talked a lot about his mother, the public servant. Just as influential in his lif… https://t.co/yZ08Z4NCyx",0.7579,0.265,0.0,0.735,66
466,@NYTimes,Sun Jul 15 10:31:00 +0000 2018,"Croatia reached the final the hard way, via the scenic route https://t.co/ZwFOh4LvDn",0.0,0.109,0.109,0.781,67
467,@NYTimes,Sun Jul 15 10:30:11 +0000 2018,"For Isabella and thousands of other migrant parents hoping to be reunited with their children, part of the trauma h… https://t.co/qK8SXCgam2",0.0,0.114,0.114,0.772,68
468,@NYTimes,Sun Jul 15 10:25:25 +0000 2018,Theresa May Says Trump Told Her to ‘Sue the E.U.’ in Brexit Talks https://t.co/tTmxPc6Qow,0.0,0.0,0.0,1.0,69
469,@NYTimes,Sun Jul 15 10:13:49 +0000 2018,Dance? Easy. The Ballerina Tiler Peck Leaves Her Comfort Zone. https://t.co/TpnAA8kmbw,0.6597,0.375,0.0,0.625,70
470,@NYTimes,Sun Jul 15 10:00:15 +0000 2018,"When the 2 leaders sit down in Finland, Trump’s abiding desire to win over Vladimir Putin will loom as a powerful d… https://t.co/FqgWJqW7h2",0.8126,0.33,0.067,0.603,71
471,@NYTimes,Sun Jul 15 09:52:40 +0000 2018,Soon There Will Be Only One Blockbuster Left in the United States https://t.co/CTXu52NnAG,0.7717,0.379,0.0,0.621,72
472,@NYTimes,Sun Jul 15 09:38:59 +0000 2018,"Here's how to use that student loan repayment grace period to your advantage, and some other tips for new graduates https://t.co/ctyXOy5Zhq",0.5859,0.202,0.0,0.798,73
473,@NYTimes,Sun Jul 15 09:22:13 +0000 2018,"In 15 years of Dirty Projectors albums, the band’s new album is their shiniest, airiest, even catchiest set of songs https://t.co/bECRLeDX5a",-0.4404,0.0,0.127,0.873,74
474,@NYTimes,Sun Jul 15 09:05:32 +0000 2018,"Amazon Prime Day begins Monday. Here's a few of the deals that could be worth your money. 
https://t.co/tUM7JY4htV",0.3818,0.194,0.0,0.806,75
475,@NYTimes,Sun Jul 15 08:48:40 +0000 2018,RT @nytimesarts: Post-prime hip-hop stars — or those on the verge of reaching their tipping point — are working out their post-prime issues…,0.2023,0.083,0.0,0.917,76
476,@NYTimes,Sun Jul 15 08:30:14 +0000 2018,Trilobites: New Clues to How the Biggest Dinosaurs Got So Big https://t.co/f3bpwoB3Zr,0.0,0.0,0.0,1.0,77
477,@NYTimes,Sun Jul 15 08:27:58 +0000 2018,"For a Moment, Underdog Croatia Basks in World Cup Joy https://t.co/qnCyrfzgho",0.5859,0.297,0.0,0.703,78
478,@NYTimes,Sun Jul 15 08:11:39 +0000 2018,"For all the hype about the gig economy, its effect on worker rights can get short shrift, writes our labor reporter… https://t.co/AsjThWdrPu",0.0,0.0,0.0,1.0,79
479,@NYTimes,Sun Jul 15 07:54:43 +0000 2018,A German museum exhibit rearranges pieces in its collection to trigger conversations on cultural appropriation and… https://t.co/ilRzX6GwPD,0.0,0.0,0.0,1.0,80
480,@NYTimes,Sun Jul 15 07:37:25 +0000 2018,"RT @AndrewDasNYT: Chartered flights, private cars and (OK smaller) per diems. How World Cup life at the top of FIFA still looks the same af…",0.2023,0.07,0.0,0.93,81
481,@NYTimes,Sun Jul 15 07:20:21 +0000 2018,New York has rarely looked as grand and otherworldly as it does in these photographs https://t.co/UaC2Fh49go,-0.357,0.0,0.142,0.858,82
482,@NYTimes,Sun Jul 15 07:03:06 +0000 2018,New York has rarely looked as otherworldly as it does in these photographs https://t.co/spdQVQvaa9,0.0,0.0,0.0,1.0,83
483,@NYTimes,Sun Jul 15 06:45:42 +0000 2018,RT @NYTScience: Is your horse in a good mood? A scientist suggests you might want to listen to how often it snorts. https://t.co/Y431DIHE7J,0.4939,0.181,0.0,0.819,84
484,@NYTimes,Sun Jul 15 06:28:09 +0000 2018,"You, too, can learn knitting without quitting, with these tips https://t.co/jFCazquRex",0.0,0.0,0.0,1.0,85
485,@NYTimes,Sun Jul 15 06:11:14 +0000 2018,Why have FOMO when you could have JOMO? https://t.co/u2RNgzZrjw,0.0,0.0,0.0,1.0,86
486,@NYTimes,Sun Jul 15 05:53:29 +0000 2018,"RT @nytimesmusic: Kathy Valentine of the Go-Go's on ""Vacation"":

""I wrote it when I was 21 years old, on an airplane napkin."" https://t.co/…",0.0,0.0,0.0,1.0,87
487,@NYTimes,Sun Jul 15 05:35:56 +0000 2018,California Democratic Party Snubs Feinstein and Endorses Kevin De León https://t.co/k1ZQfHoqmm,0.25,0.315,0.191,0.494,88
488,@NYTimes,Sun Jul 15 05:35:40 +0000 2018,"Eau de Parfum, Eau de Toilette - Eau no, what to choose? Here's some tips on what's what in the world of scent. https://t.co/QEige26Wf1",-0.296,0.0,0.091,0.909,89
489,@NYTimes,Sun Jul 15 05:17:29 +0000 2018,"Tired of running on blacktop and sidewalks, especially as the summer sun beats down? Try trail running. https://t.co/DAgmc89IPN",-0.4404,0.0,0.146,0.854,90
490,@NYTimes,Sun Jul 15 04:58:46 +0000 2018,"A hobby taken up as a way to get to offline led reporter @fmanjoo to a saner, friendlier corner of the internet https://t.co/YBKh0OVBQ5",0.3612,0.133,0.067,0.8,91
491,@NYTimes,Sun Jul 15 04:40:18 +0000 2018,"Chicago Police Fatally Shoot Man, and Then a Crowd Confronts Officers https://t.co/x2dKxa4fNF",-0.8176,0.0,0.515,0.485,92
492,@NYTimes,Sun Jul 15 04:30:27 +0000 2018,Our tech columnist @bxchen used Apple’s new Screen Time controls to cut a teenager’s iPhone time in half. He had le… https://t.co/iEX3bVTwiL,-0.2732,0.0,0.095,0.905,93
493,@NYTimes,Sun Jul 15 04:12:07 +0000 2018,"The power of positive people
https://t.co/Qv0yFW22uw",0.5574,0.419,0.0,0.581,94
494,@NYTimes,Sun Jul 15 03:54:49 +0000 2018,"Essay: Croatians Savor the Present, but Keep One Fateful Foot in the Past https://t.co/sfzHvNwLzu",0.0,0.0,0.0,1.0,95
495,@NYTimes,Sun Jul 15 03:41:25 +0000 2018,The Kardashians picked up right where the Simpsons left off when they launched their reality show on E! in 2008. No… https://t.co/vt9b2RbLQf,0.2003,0.079,0.0,0.921,96
496,@NYTimes,Sun Jul 15 03:24:20 +0000 2018,"Andy Samberg on the cancelation and revival of ""Brooklyn Nine-Nine"": 
“It was like getting to go to your own funera… https://t.co/T4YkV4IjOk",0.3612,0.111,0.0,0.889,97
497,@NYTimes,Sun Jul 15 03:06:17 +0000 2018,"Earlier generations of hip-hop stars lived their post-peak careers out of the limelight, but today’s rappers are tu… https://t.co/8AjGvuB4nV",0.0,0.0,0.0,1.0,98
498,@NYTimes,Sun Jul 15 02:49:33 +0000 2018,"In Opinion 

Op-Ed contributor Tina Rosenberg writes: ""New York City is the safest big city in the nation. Can it g… https://t.co/A6bvmJZ1yw",0.4019,0.114,0.0,0.886,99
499,@NYTimes,Sun Jul 15 02:31:02 +0000 2018,"The suburban sprawl around Paris is home to the greatest pool of soccer talent in Europe, including 8 of France's 2… https://t.co/YxXT9eYwwm",0.7906,0.269,0.0,0.731,100
